Customer ID,Region,State,City,Postal Code,AddressID
CT-11995,Central,Indiana,Indianapolis,46203,A001089
RH-19510,West,Utah,Provo,84604,A001090
SJ-20125,Central,Illinois,Chicago,60610,A001091
TG-21310,West,California,Los Angeles,90049,A001092
CT-11995,East,Pennsylvania,Philadelphia,19134,A001093
BF-11005,West,California,Pasadena,91104,A001094
JM-16195,West,California,Los Angeles,90004,A001095
JK-16120,West,California,San Diego,92105,A001096
HG-14965,West,California,San Francisco,94110,A001097
LA-16780,East,Maine,Bangor,4401,A001098
TS-21610,West,California,San Francisco,94122,A001099
MZ-17335,West,California,San Diego,92024,A001100
MW-18220,East,New York,New York City,10035,A001101
MV-17485,South,Virginia,Arlington,22204,A001102
AA-10375,South,Georgia,Atlanta,30318,A001103
SM-20320,South,North Carolina,Monroe,28110,A001104
TP-21415,West,Washington,Seattle,98115,A001105
DK-13225,East,New York,Rochester,14609,A001106
MK-17905,South,Florida,Miami,33180,A001107
CS-12130,West,Washington,Seattle,98105,A001108
JL-15850,West,California,San Francisco,94122,A001109
AR-10405,West,California,Los Angeles,90036,A001110
LM-17065,South,Mississippi,Southaven,38671,A001111
JK-15625,West,Washington,Seattle,98115,A001112
FM-14215,East,Connecticut,Middletown,6457,A001113
SF-20200,Central,Indiana,New Castle,47362,A001114
PJ-18835,South,Tennessee,Murfreesboro,37130,A001115
CS-12355,South,Virginia,Salem,24153,A001116
BB-10990,East,Ohio,Toledo,43615,A001117
BW-11200,West,California,Los Angeles,90032,A001118
RS-19420,West,Washington,Seattle,98115,A001119
TS-21160,South,Georgia,Columbus,31907,A001120
QJ-19255,East,New York,New York City,10009,A001121
VD-21670,East,New York,New York City,10011,A001122
JL-15505,Central,Michigan,Midland,48640,A001123
DL-13495,South,Georgia,Columbus,31907,A001124
MO-17800,South,Georgia,Roswell,30076,A001125
BP-11185,Central,Illinois,Chicago,60623,A001126
MS-17980,Central,Texas,Houston,77041,A001127
SV-20935,East,New York,New York City,10009,A001128
BC-11125,West,Arizona,Peoria,85345,A001129
EM-13825,Central,South Dakota,Sioux Falls,57103,A001130
BD-11500,South,Virginia,Richmond,23223,A001131
HW-14935,West,Washington,Seattle,98115,A001132
KC-16255,South,Kentucky,Henderson,42420,A001133
BM-11575,East,New York,New York City,10035,A001134
KN-16705,West,Colorado,Fort Collins,80525,A001135
JD-16150,East,Pennsylvania,Philadelphia,19140,A001136
LA-16780,West,California,Los Angeles,90004,A001137
RW-19690,Central,Indiana,Lafayette,47905,A001138
KW-16570,South,Tennessee,Clarksville,37042,A001139
CC-12220,East,Connecticut,Fairfield,6824,A001140
RH-19495,East,New York,New York City,10009,A001141
JK-15625,East,Ohio,Columbus,43229,A001142
DC-13285,South,Georgia,Warner Robins,31088,A001143
GM-14455,East,Massachusetts,Franklin,2038,A001144
CL-11890,Central,Illinois,Chicago,60623,A001145
PV-18985,Central,Wisconsin,Milwaukee,53209,A001146
LT-17110,Central,Texas,San Antonio,78207,A001147
AM-10360,West,California,Los Angeles,90032,A001148
SC-20260,West,California,San Francisco,94122,A001149
CP-12340,East,New York,New York City,10024,A001150
RF-19840,East,Ohio,Columbus,43229,A001151
AB-10060,South,Virginia,Waynesboro,22980,A001152
EH-13990,West,California,Sacramento,95823,A001153
MN-17935,East,Maryland,Clinton,20735,A001154
KL-16555,East,Ohio,Fairfield,45014,A001155
MP-17965,East,Rhode Island,Warwick,2886,A001156
BF-11020,Central,Illinois,Aurora,60505,A001157
TP-21130,South,Georgia,Smyrna,30080,A001158
MS-17770,East,Ohio,Columbus,43229,A001159
KM-16375,West,California,Thousand Oaks,91360,A001160
BE-11455,East,Ohio,Lorain,44052,A001161
CV-12295,West,California,Fresno,93727,A001162
DK-13375,West,California,San Diego,92105,A001163
SG-20605,East,New York,New York City,10009,A001164
CS-12355,East,Massachusetts,Malden,2148,A001165
PJ-18835,East,New York,New York City,10035,A001166
NP-18700,West,California,San Francisco,94109,A001167
SB-20290,South,South Carolina,Florence,29501,A001168
HM-14860,Central,Texas,Huntsville,77340,A001169
MG-18145,West,California,Los Angeles,90045,A001170
TM-21010,West,California,San Francisco,94122,A001171
BE-11335,West,California,San Francisco,94122,A001172
AS-10630,East,Pennsylvania,Philadelphia,19120,A001173
EM-13810,West,California,Los Angeles,90036,A001174
JA-15970,West,California,Los Angeles,90045,A001175
TB-21595,Central,Wisconsin,Milwaukee,53209,A001176
PP-18955,East,Massachusetts,Holyoke,1040,A001177
ML-18040,West,New Mexico,Albuquerque,87105,A001178
LC-16930,West,Nevada,Sparks,89431,A001179
MC-17590,West,California,Coachella,92236,A001180
CR-12580,Central,Illinois,Elmhurst,60126,A001181
SV-20935,East,Ohio,Fairfield,45014,A001182
MZ-17515,Central,Texas,Arlington,76017,A001183
RB-19795,West,California,San Francisco,94110,A001184
HM-14860,West,Washington,Seattle,98103,A001185
AZ-10750,East,New York,New York City,10009,A001186
JH-15910,Central,Texas,Houston,77070,A001187
PJ-18835,South,Virginia,Springfield,22153,A001188
CA-12265,West,New Mexico,Farmington,87401,A001189
PW-19240,West,Colorado,Louisville,80027,A001190
SW-20455,South,Florida,Tampa,33614,A001191
AF-10870,East,New Jersey,Passaic,7055,A001192
AM-10705,West,California,Los Angeles,90004,A001193
BD-11320,East,Pennsylvania,Philadelphia,19143,A001194
CM-12385,South,South Carolina,North Charleston,29406,A001195
CS-12400,West,California,San Jose,95123,A001196
DB-13405,East,New York,New York City,10011,A001197
JG-15160,East,New Jersey,Plainfield,7060,A001198
SC-20380,West,Washington,Seattle,98115,A001199
CS-12460,East,New York,New York City,10009,A001200
MK-18160,South,Virginia,Newport News,23602,A001201
CM-11935,South,North Carolina,Fayetteville,28314,A001202
PF-19225,West,California,Los Angeles,90032,A001203
GM-14695,West,California,Los Angeles,90036,A001204
DC-12850,East,New York,New York City,10011,A001205
FO-14305,Central,Texas,Dallas,75220,A001206
AH-10210,West,Washington,Seattle,98105,A001207
KN-16705,West,Washington,Seattle,98105,A001208
CB-12535,East,Delaware,Newark,19711,A001209
TB-21250,East,New York,New York City,10024,A001210
KD-16345,West,California,Los Angeles,90049,A001211
JM-15865,East,New York,Jamestown,14701,A001212
KT-16480,Central,Texas,Houston,77095,A001213
SC-20575,Central,Indiana,Mishawaka,46544,A001214
BS-11800,West,California,San Diego,92037,A001215
BT-11395,West,California,San Francisco,94109,A001216
DC-12850,South,Florida,Miami,33178,A001217
LS-17200,Central,Illinois,Skokie,60076,A001218
RR-19315,West,California,San Francisco,94110,A001219
KL-16645,West,California,San Francisco,94122,A001220
RB-19435,Central,Texas,Houston,77070,A001221
MY-17380,West,California,Los Angeles,90045,A001222
AW-10930,Central,Oklahoma,Oklahoma City,73120,A001223
KW-16570,South,Louisiana,Monroe,71203,A001224
DB-12910,South,Florida,Tampa,33614,A001225
BB-11545,Central,Illinois,Chicago,60623,A001226
NP-18700,East,Ohio,Bowling Green,43402,A001227
PB-19105,Central,Texas,Houston,77095,A001228
DW-13585,East,New Jersey,Westfield,7090,A001229
CD-12790,Central,Oklahoma,Oklahoma City,73120,A001230
TT-21220,Central,Texas,Houston,77041,A001231
DB-12910,South,Florida,Fort Lauderdale,33311,A001232
DJ-13510,South,Arkansas,Little Rock,72209,A001233
DL-13495,East,Pennsylvania,Philadelphia,19120,A001234
LO-17170,West,California,La Quinta,92253,A001235
SV-20365,East,Ohio,Cleveland,44105,A001236
EM-13810,West,California,San Francisco,94122,A001237
KD-16615,West,Arizona,Scottsdale,85254,A001238
NB-18580,East,Pennsylvania,Philadelphia,19134,A001239
AP-10720,East,Massachusetts,Malden,2148,A001240
JE-15745,West,California,San Jose,95123,A001241
JM-15865,West,Arizona,Phoenix,85023,A001242
AB-10105,South,Kentucky,Henderson,42420,A001243
PN-18775,South,South Carolina,Columbia,29203,A001244
JC-15775,South,Florida,Tallahassee,32303,A001245
PF-19165,East,New York,New York City,10035,A001246
BW-11110,Central,Texas,Houston,77070,A001247
BP-11185,South,Florida,Coral Springs,33065,A001248
TM-21010,West,Utah,Orem,84057,A001249
MB-17305,South,Tennessee,Nashville,37211,A001250
HR-14830,East,New York,New York City,10009,A001251
BD-11635,South,Kentucky,Bowling Green,42104,A001252
SF-20200,West,Washington,Bellingham,98226,A001253
SP-20620,East,New York,New York City,10011,A001254
DR-12880,East,Ohio,Newark,43055,A001255
VM-21685,Central,Illinois,Woodstock,60098,A001256
CM-12235,Central,Texas,Carrollton,75007,A001257
SM-20320,Central,Indiana,Lafayette,47905,A001258
RA-19885,South,Georgia,Columbus,31907,A001259
SD-20485,South,Virginia,Alexandria,22304,A001260
CS-12250,Central,Texas,Haltom City,76117,A001261
RA-19285,East,New York,New York City,10024,A001262
BF-11005,West,California,Los Angeles,90004,A001263
SE-20110,Central,Illinois,Wheeling,60090,A001264
RS-19765,South,South Carolina,Summerville,29483,A001265
BM-11650,Central,Indiana,Columbus,47201,A001266
SK-19990,East,New York,New York City,10024,A001267
EN-13780,East,New York,New York City,10035,A001268
KN-16450,South,Florida,Jacksonville,32216,A001269
MG-17890,West,California,San Diego,92024,A001270
MC-17590,Central,Texas,Arlington,76017,A001271
BO-11350,West,California,Los Angeles,90045,A001272
AG-10300,West,California,Los Angeles,90049,A001273
MS-17365,West,California,San Francisco,94110,A001274
JM-15655,West,New Mexico,Carlsbad,88220,A001275
MC-17635,Central,Missouri,Saint Louis,63116,A001276
TA-21385,East,New York,New York City,10024,A001277
SB-20290,East,Ohio,Springfield,45503,A001278
AB-10150,Central,Oklahoma,Tulsa,74133,A001279
JF-15295,West,Washington,Seattle,98103,A001280
BF-10975,South,North Carolina,Fayetteville,28314,A001281
TT-21265,West,California,Los Angeles,90045,A001282
SB-20170,East,New York,New York City,10035,A001283
LM-17065,South,Arkansas,Hot Springs,71901,A001284
KA-16525,Central,Illinois,Aurora,60505,A001285
BF-11170,South,North Carolina,Raleigh,27604,A001286
TB-21400,Central,Oklahoma,Tulsa,74133,A001287
SH-19975,West,California,Hesperia,92345,A001288
AS-10225,West,Utah,Provo,84604,A001289
PK-19075,West,California,San Francisco,94110,A001290
HR-14830,West,Arizona,Gilbert,85234,A001291
DG-13300,East,New York,New York City,10035,A001292
CL-12700,Central,Missouri,Springfield,65807,A001293
HF-14995,South,Tennessee,Memphis,38109,A001294
HG-15025,Central,Texas,Amarillo,79109,A001295
NL-18310,West,California,Los Angeles,90045,A001296
RR-19525,East,Massachusetts,Lowell,1852,A001297
TC-21295,West,California,San Diego,92024,A001298
DB-13615,South,North Carolina,Asheville,28806,A001299
SV-20785,West,Colorado,Pueblo,81001,A001300
MH-18115,Central,Michigan,Jackson,49201,A001301
CT-11995,West,California,Los Angeles,90004,A001302
KB-16315,South,North Carolina,Thomasville,27360,A001303
RA-19285,Central,Illinois,Peoria,61604,A001304
YC-21895,West,California,Los Angeles,90032,A001305
RA-19915,Central,Illinois,Chicago,60653,A001306
CM-12160,East,Pennsylvania,Philadelphia,19134,A001307
CS-12130,West,Colorado,Englewood,80112,A001308
AJ-10795,West,Washington,Seattle,98115,A001309
DL-12865,South,Florida,Hialeah,33012,A001310
BE-11410,East,Ohio,Lancaster,43130,A001311
SM-20320,South,Florida,Jacksonville,32216,A001312
RP-19390,East,Maryland,Baltimore,21215,A001313
JD-16015,East,New York,New York City,10009,A001314
AB-10255,West,New Mexico,Carlsbad,88220,A001315
CC-12145,West,California,Los Angeles,90049,A001316
GH-14425,South,Florida,Jacksonville,32216,A001317
CP-12085,East,Ohio,Lakewood,44107,A001318
GM-14440,East,New York,Troy,12180,A001319
LC-16885,South,North Carolina,Wilmington,28403,A001320
BT-11305,West,Washington,Seattle,98105,A001321
CP-12085,East,New York,New York City,10024,A001322
SC-20680,South,Georgia,Columbus,31907,A001323
DK-13375,East,New York,New York City,10024,A001324
SE-20110,West,California,Costa Mesa,92627,A001325
LF-17185,Central,Texas,Houston,77095,A001326
ON-18715,South,North Carolina,Cary,27511,A001327
TB-21400,South,Virginia,Alexandria,22304,A001328
DF-13135,West,California,Vallejo,94591,A001329
EP-13915,East,Pennsylvania,Philadelphia,19120,A001330
SK-19990,East,Ohio,Toledo,43615,A001331
FH-14350,West,Washington,Seattle,98105,A001332
EH-13945,East,New Jersey,Plainfield,7060,A001333
JE-15715,West,New Mexico,Las Cruces,88001,A001334
KL-16645,East,Delaware,Newark,19711,A001335
EB-13750,South,Alabama,Hoover,35244,A001336
BD-11725,East,Ohio,Newark,43055,A001337
MS-17530,West,California,San Diego,92037,A001338
SC-20770,West,California,San Francisco,94122,A001339
FM-14380,South,North Carolina,Jacksonville,28540,A001340
KT-16480,East,Massachusetts,Franklin,2038,A001341
AP-10720,Central,Texas,Frisco,75034,A001342
RH-19555,South,Florida,Tallahassee,32303,A001343
CS-11950,West,Washington,Seattle,98115,A001344
TM-21010,West,California,Vacaville,95687,A001345
HF-14995,West,California,Los Angeles,90008,A001346
GA-14515,West,California,San Francisco,94122,A001347
ES-14020,East,New York,New York City,10035,A001348
JP-16135,South,Georgia,Columbus,31907,A001349
Dp-13240,West,Utah,Murray,84107,A001350
NK-18490,West,California,San Francisco,94110,A001351
PL-18925,East,Pennsylvania,Philadelphia,19140,A001352
RW-19690,East,Pennsylvania,Philadelphia,19134,A001353
MO-17950,Central,Texas,Dallas,75220,A001354
JJ-15445,Central,Wisconsin,Waukesha,53186,A001355
BT-11680,South,Florida,Fort Lauderdale,33311,A001356
RD-19585,Central,Michigan,Detroit,48205,A001357
ML-17755,East,Ohio,Springfield,45503,A001358
JE-15745,West,California,San Diego,92037,A001359
ER-13855,West,Colorado,Colorado Springs,80906,A001360
JM-15535,West,California,Bakersfield,93309,A001361
SS-20140,South,Florida,Pompano Beach,33068,A001362
TC-21295,East,New York,New York City,10035,A001363
HG-15025,Central,Minnesota,Lakeville,55044,A001364
LD-17005,Central,Michigan,Detroit,48234,A001365
AS-10285,East,Pennsylvania,Philadelphia,19134,A001366
MP-17965,East,Ohio,Troy,45373,A001367
CD-12790,West,California,Los Angeles,90036,A001368
MD-17860,Central,Texas,Corpus Christi,78415,A001369
BM-11650,Central,Nebraska,Omaha,68104,A001370
KN-16450,West,California,Redondo Beach,90278,A001371
IG-15085,South,Arkansas,Little Rock,72209,A001372
JS-15595,South,Florida,Miami,33180,A001373
GA-14725,West,Oregon,Salem,97301,A001374
DL-13330,West,New Mexico,Las Cruces,88001,A001375
CS-12505,West,California,San Francisco,94122,A001376
CC-12145,Central,Texas,El Paso,79907,A001377
MH-18025,West,Washington,Seattle,98115,A001378
MP-18175,Central,Wisconsin,Milwaukee,53209,A001379
DR-12940,East,Massachusetts,Franklin,2038,A001380
DM-13015,West,California,Encinitas,92024,A001381
BD-11620,West,California,Anaheim,92804,A001382
DC-12850,Central,Texas,Arlington,76017,A001383
MT-18070,Central,Texas,Houston,77041,A001384
MJ-17740,East,Ohio,Lancaster,43130,A001385
ND-18370,West,Oregon,Portland,97206,A001386
CA-11965,South,Alabama,Hoover,35244,A001387
GA-14725,West,California,Los Angeles,90036,A001388
TC-21295,South,Florida,Tallahassee,32303,A001389
JB-15400,East,New York,New York City,10009,A001390
CK-12325,South,Virginia,Chesapeake,23320,A001391
RL-19615,South,North Carolina,Fayetteville,28314,A001392
AC-10660,Central,Texas,Huntsville,77340,A001393
BH-11710,East,Pennsylvania,Philadelphia,19140,A001394
BG-11695,Central,Illinois,Woodstock,60098,A001395
XP-21865,East,Massachusetts,Everett,2149,A001396
SN-20560,Central,Illinois,Chicago,60653,A001397
DM-13345,South,Georgia,Roswell,30076,A001398
AJ-10780,South,Florida,Palm Coast,32137,A001399
KC-16255,East,Pennsylvania,Philadelphia,19120,A001400
VF-21715,Central,Indiana,Columbus,47201,A001401
SV-20935,East,New York,Oceanside,11572,A001402
EM-13810,East,Massachusetts,Franklin,2038,A001403
RB-19360,Central,South Dakota,Sioux Falls,57103,A001404
DJ-13510,West,California,San Diego,92037,A001405
CC-12370,South,North Carolina,Fayetteville,28314,A001406
SC-20380,South,Georgia,Atlanta,30318,A001407
RH-19495,South,Florida,Orlando,32839,A001408
JK-15370,West,California,San Francisco,94122,A001409
AF-10885,East,Ohio,Toledo,43615,A001410
LC-16885,South,Florida,Saint Petersburg,33710,A001411
BF-11275,West,Arizona,Tucson,85705,A001412
SC-20800,West,California,Los Angeles,90036,A001413
SW-20275,West,California,San Diego,92105,A001414
MC-17845,East,New York,New York City,10035,A001415
TD-20995,West,California,San Diego,92037,A001416
Dp-13240,East,New Jersey,Westfield,7090,A001417
SD-20485,East,New Jersey,Orange,7050,A001418
TM-21010,Central,Illinois,Woodstock,60098,A001419
BK-11260,West,California,San Francisco,94110,A001420
JF-15490,West,California,San Francisco,94122,A001421
EP-13915,West,Arizona,Tempe,85281,A001422
EP-13915,West,California,Los Angeles,90008,A001423
KH-16630,West,Washington,Seattle,98105,A001424
HG-14845,South,Louisiana,Lake Charles,70601,A001425
JC-16105,East,New York,Rochester,14609,A001426
KM-16720,East,New York,Long Beach,11561,A001427
EB-13975,South,North Carolina,Charlotte,28205,A001428
PW-19240,Central,Texas,Houston,77036,A001429
PG-18895,East,New York,New York City,10035,A001430
DB-12910,South,Georgia,Columbus,31907,A001431
CR-12730,Central,Illinois,Chicago,60610,A001432
KH-16330,Central,Illinois,Highland Park,60035,A001433
DL-12925,Central,Minnesota,Eagan,55122,A001434
ME-17725,West,Washington,Seattle,98103,A001435
VD-21670,South,Florida,Coral Springs,33065,A001436
CK-12205,East,New York,Hempstead,11550,A001437
DL-12925,Central,Indiana,Noblesville,46060,A001438
SE-20110,Central,Texas,Dallas,75220,A001439
LS-17200,East,Pennsylvania,Philadelphia,19140,A001440
MM-17920,West,California,San Francisco,94109,A001441
DB-13270,Central,Texas,Austin,78745,A001442
RW-19630,Central,Michigan,Detroit,48234,A001443
JM-16195,East,New York,Watertown,13601,A001444
BP-11155,South,Georgia,Columbus,31907,A001445
CT-11995,Central,Minnesota,Apple Valley,55124,A001446
TH-21550,South,North Carolina,Burlington,27217,A001447
ME-17320,Central,Michigan,Saginaw,48601,A001448
TT-21220,West,California,San Francisco,94109,A001449
GT-14710,West,Washington,Seattle,98105,A001450
JD-16150,Central,Wisconsin,Milwaukee,53209,A001451
MC-18100,West,California,Los Angeles,90049,A001452
LH-17020,West,California,San Francisco,94122,A001453
MP-18175,West,California,San Diego,92024,A001454
EM-14140,West,Arizona,Glendale,85301,A001455
GG-14650,East,New York,New York City,10035,A001456
MA-17995,East,New York,Watertown,13601,A001457
SH-20395,East,Ohio,Springfield,45503,A001458
KT-16465,West,California,Los Angeles,90032,A001459
PO-19180,West,Washington,Seattle,98115,A001460
AY-10555,West,California,Oceanside,92054,A001461
Co-12640,Central,Illinois,Skokie,60076,A001462
JF-15565,South,North Carolina,Fayetteville,28314,A001463
AR-10510,Central,Oklahoma,Tulsa,74133,A001464
AG-10675,Central,Texas,Allen,75002,A001465
DV-13045,East,Pennsylvania,Philadelphia,19143,A001466
HL-15040,East,New York,Rochester,14609,A001467
ND-18370,South,South Carolina,Mount Pleasant,29464,A001468
GB-14575,East,Pennsylvania,Philadelphia,19134,A001469
CL-12565,West,Washington,Seattle,98115,A001470
RC-19960,West,Oregon,Springfield,97477,A001471
JB-16045,South,Georgia,Columbus,31907,A001472
MC-17635,West,California,Los Angeles,90032,A001473
TT-21265,East,New York,New York City,10024,A001474
MJ-17740,Central,Michigan,Detroit,48227,A001475
AT-10735,West,California,Stockton,95207,A001476
PB-19150,West,Arizona,Phoenix,85023,A001477
NW-18400,East,Pennsylvania,Philadelphia,19120,A001478
VP-21730,Central,Michigan,Sterling Heights,48310,A001479
RD-19810,East,New York,Rochester,14609,A001480
MG-17875,East,New York,New York City,10011,A001481
PA-19060,Central,Wisconsin,Eau Claire,54703,A001482
CR-12730,East,New York,New York City,10009,A001483
AA-10375,West,California,Rancho Cucamonga,91730,A001484
JG-15160,South,Kentucky,Murray,42071,A001485
RR-19525,East,Ohio,Toledo,43615,A001486
SR-20425,West,Colorado,Louisville,80027,A001487
LS-16975,East,New York,New York City,10035,A001488
MH-18115,Central,Texas,Pharr,78577,A001489
SC-20095,West,Utah,West Jordan,84084,A001490
JB-16000,Central,Texas,Brownsville,78521,A001491
AC-10450,East,New York,New York City,10011,A001492
MO-17800,East,Pennsylvania,Philadelphia,19140,A001493
RB-19645,West,Montana,Billings,59102,A001494
AI-10855,South,Virginia,Chesapeake,23320,A001495
DR-12880,West,Oregon,Gresham,97030,A001496
DM-12955,Central,Michigan,Lincoln Park,48146,A001497
JH-16180,West,Oregon,Gresham,97030,A001498
AB-10060,East,Pennsylvania,Philadelphia,19143,A001499
BD-11605,South,Louisiana,Monroe,71203,A001500
AS-10045,West,California,Pasadena,91104,A001501
ZD-21925,South,Tennessee,Chattanooga,37421,A001502
KF-16285,West,California,Long Beach,90805,A001503
BP-11230,East,Ohio,Troy,45373,A001504
CC-12430,Central,Minnesota,Minneapolis,55407,A001505
DB-13615,West,Washington,Seattle,98105,A001506
TC-21475,South,Georgia,Columbus,31907,A001507
NZ-18565,West,Idaho,Meridian,83642,A001508
SW-20350,Central,Michigan,Detroit,48227,A001509
TS-21370,Central,Illinois,Chicago,60623,A001510
DM-13345,East,Ohio,Newark,43055,A001511
RE-19450,Central,Texas,Dallas,75081,A001512
JD-16150,East,Delaware,Newark,19711,A001513
BF-11215,West,New Mexico,Albuquerque,87105,A001514
ML-17755,East,Ohio,Toledo,43615,A001515
YC-21895,East,Delaware,Newark,19711,A001516
LR-16915,West,California,Los Angeles,90045,A001517
BS-11755,West,California,Los Angeles,90032,A001518
KM-16375,Central,Texas,Dallas,75217,A001519
BT-11530,West,California,San Diego,92037,A001520
KB-16405,West,California,Apple Valley,92307,A001521
DW-13480,South,Kentucky,Louisville,40214,A001522
JC-15340,East,New York,New York City,10024,A001523
TP-21415,Central,Texas,Houston,77070,A001524
DB-12910,South,Kentucky,Henderson,42420,A001525
BH-11710,East,Delaware,Newark,19711,A001526
TD-20995,Central,Illinois,Bolingbrook,60440,A001527
CV-12805,Central,Texas,Fort Worth,76106,A001528
CS-12355,East,New York,New York City,10024,A001529
JG-15310,East,Rhode Island,Providence,2908,A001530
JP-16135,East,Ohio,Columbus,43229,A001531
EC-14050,East,New York,New York City,10024,A001532
KH-16630,Central,Texas,Houston,77070,A001533
FG-14260,Central,Illinois,Aurora,60505,A001534
AA-10480,Central,Missouri,Springfield,65807,A001535
MS-17770,West,Washington,Seattle,98105,A001536
JE-15610,South,Florida,Lakeland,33801,A001537
EB-14110,East,Pennsylvania,Philadelphia,19134,A001538
BP-11155,East,New York,New York City,10011,A001539
CC-12100,West,California,Los Angeles,90049,A001540
JP-15460,East,New York,Oceanside,11572,A001541
LS-16975,Central,Texas,Dallas,75081,A001542
JL-15850,East,New York,New York City,10035,A001543
CY-12745,Central,Texas,San Antonio,78207,A001544
RB-19360,East,Ohio,Cincinnati,45231,A001545
AR-10825,Central,Texas,Austin,78745,A001546
CS-11845,West,Washington,Seattle,98105,A001547
AR-10825,West,California,Los Angeles,90004,A001548
RD-19810,East,New York,New York City,10035,A001549
KH-16510,West,Washington,Seattle,98103,A001550
NF-18385,East,Ohio,Newark,43055,A001551
SM-20950,Central,Minnesota,Maple Grove,55369,A001552
GH-14410,West,Arizona,Glendale,85301,A001553
EM-13810,East,New York,New York City,10009,A001554
DB-13210,South,North Carolina,Jacksonville,28540,A001555
PT-19090,Central,Texas,Houston,77070,A001556
HF-14995,West,California,San Francisco,94109,A001557
KW-16435,Central,Michigan,Lansing,48911,A001558
KC-16675,South,Florida,Tallahassee,32303,A001559
PK-19075,South,South Carolina,Columbia,29203,A001560
KT-16465,Central,Illinois,Chicago,60623,A001561
EP-13915,Central,Michigan,Detroit,48227,A001562
AP-10915,West,Colorado,Fort Collins,80525,A001563
SH-20395,East,New York,New York City,10024,A001564
SM-20950,East,New York,New York City,10011,A001565
BM-11650,East,Maryland,Columbia,21044,A001566
TC-20980,Central,Texas,Houston,77041,A001567
KB-16585,East,Massachusetts,Lowell,1852,A001568
JE-16165,West,California,Woodland,95695,A001569
DR-12940,Central,Illinois,Chicago,60610,A001570
RW-19630,East,New York,New York City,10035,A001571
ML-18040,Central,Texas,Missouri City,77489,A001572
JL-15130,Central,Texas,Houston,77036,A001573
CM-12655,South,Mississippi,Jackson,39212,A001574
FH-14365,East,New York,New York City,10009,A001575
EH-13945,West,Arizona,Tempe,85281,A001576
TB-21280,South,North Carolina,Jacksonville,28540,A001577
AH-10030,East,Pennsylvania,Philadelphia,19134,A001578
TT-21070,East,Ohio,Akron,44312,A001579
RD-19900,West,California,San Diego,92037,A001580
LA-16780,West,California,Fresno,93727,A001581
SH-19975,Central,Texas,Pearland,77581,A001582
SF-20200,Central,Indiana,Richmond,47374,A001583
TH-21235,East,Pennsylvania,Philadelphia,19134,A001584
VG-21790,West,California,San Mateo,94403,A001585
NP-18325,West,California,Oakland,94601,A001586
FH-14275,East,New York,New York City,10024,A001587
JP-15460,East,New Jersey,Lakewood,8701,A001588
ES-14080,West,Arizona,Tempe,85281,A001589
KL-16645,East,New York,New York City,10035,A001590
BN-11515,East,New York,New York City,10009,A001591
ND-18370,Central,Texas,Houston,77095,A001592
JL-15130,West,California,Riverside,92503,A001593
RC-19825,East,Connecticut,Fairfield,6824,A001594
CC-12475,East,New York,New York City,10024,A001595
DW-13195,Central,Texas,Houston,77095,A001596
CK-12760,South,Virginia,Arlington,22204,A001597
EG-13900,Central,Illinois,Chicago,60623,A001598
SJ-20215,Central,Texas,Grand Prairie,75051,A001599
BP-11185,West,Washington,Seattle,98103,A001600
SJ-20125,West,Washington,Seattle,98103,A001601
MC-17590,Central,Michigan,Grand Rapids,49505,A001602
BG-11740,East,Pennsylvania,Philadelphia,19120,A001603
MA-17560,Central,Illinois,Chicago,60610,A001604
CC-12220,West,Washington,Seattle,98105,A001605
RA-19885,South,Florida,Jacksonville,32216,A001606
DK-12835,South,Tennessee,Franklin,37064,A001607
LB-16795,Central,Illinois,Highland Park,60035,A001608
CM-11815,Central,Texas,Pasadena,77506,A001609
TS-21205,West,California,San Francisco,94109,A001610
RF-19345,South,Florida,Miami,33180,A001611
JF-15565,East,Pennsylvania,Philadelphia,19120,A001612
EH-14185,South,Alabama,Decatur,35601,A001613
VW-21775,Central,South Dakota,Sioux Falls,57103,A001614
KN-16450,West,California,Visalia,93277,A001615
SJ-20215,West,California,Los Angeles,90049,A001616
PS-19045,West,California,Los Angeles,90032,A001617
KM-16225,Central,Kansas,Overland Park,66212,A001618
GM-14695,South,Virginia,Alexandria,22304,A001619
KT-16465,South,North Carolina,Raleigh,27604,A001620
MH-17785,East,New York,New York City,10035,A001621
AF-10885,East,Ohio,Fairfield,45014,A001622
JP-16135,Central,Oklahoma,Muskogee,74403,A001623
RD-19585,West,California,Temecula,92592,A001624
JF-15295,Central,Michigan,Sterling Heights,48310,A001625
CK-12595,West,California,San Diego,92024,A001626
KH-16510,Central,Texas,Dallas,75081,A001627
CM-12655,East,New York,New York City,10035,A001628
EB-13870,West,Arizona,Phoenix,85023,A001629
MW-18235,West,California,San Francisco,94122,A001630
CS-11950,East,Pennsylvania,Philadelphia,19140,A001631
SP-20620,Central,Texas,Laredo,78041,A001632
GT-14635,East,New York,New York City,10009,A001633
LW-17215,East,New York,New York City,10035,A001634
AH-10030,South,Mississippi,Gulfport,39503,A001635
TH-21100,West,California,San Diego,92037,A001636
HG-15025,East,New York,Oceanside,11572,A001637
EB-13750,Central,Texas,Round Rock,78664,A001638
SC-20725,West,California,Redlands,92374,A001639
TS-21505,South,Tennessee,Columbia,38401,A001640
TH-21550,East,New York,New York City,10009,A001641
KD-16270,Central,Texas,Houston,77095,A001642
GM-14455,Central,Illinois,Chicago,60653,A001643
PR-18880,West,California,Oakland,94601,A001644
